"SiteID","x","y"
1,108.598975904779,12.6059130041792
2,108.606424351004,12.5757371691512
3,108.730129928679,12.5934358268541
4,108.713163318421,12.9150050162925
5,108.941493034068,12.2217188299272
6,108.997894834358,12.5649018971816
7,108.714053627953,12.4763723049007
8,108.585035041365,12.8440945046567
9,108.769842800179,12.2710992659968
10,108.678653151309,12.620356081279
